# y+ ()       
# Time        	patch         	min           	max           	average       
102.9         	bodyWall	4.750938e-02	3.007832e+00	1.031663e+00
103.2         	bodyWall	7.461957e-02	3.039328e+00	1.015469e+00
103.5         	bodyWall	1.353386e-01	3.083767e+00	1.005388e+00
103.8         	bodyWall	8.216729e-02	3.136468e+00	9.921416e-01
104.1         	bodyWall	5.599262e-02	3.187050e+00	9.990281e-01
104.4         	bodyWall	6.664449e-02	3.227278e+00	1.067757e+00
104.7         	bodyWall	9.541809e-02	3.261401e+00	1.165044e+00
105           	bodyWall	3.606361e-02	4.171783e+00	1.307555e+00
105.3         	bodyWall	6.578217e-02	4.966551e+00	1.507394e+00
105.6         	bodyWall	6.626968e-02	5.421388e+00	1.498843e+00
105.9         	bodyWall	1.244312e-01	5.526799e+00	1.712949e+00
106.2         	bodyWall	8.644821e-02	5.353359e+00	1.705146e+00
106.5         	bodyWall	1.070853e-01	4.848861e+00	1.613934e+00
106.8         	bodyWall	5.369776e-02	3.737275e+00	1.441797e+00
107.1         	bodyWall	5.961032e-02	3.463414e+00	1.217539e+00
107.4         	bodyWall	8.700066e-02	3.302097e+00	1.076867e+00
107.7         	bodyWall	9.328313e-02	3.319548e+00	1.075810e+00
108           	bodyWall	4.772484e-02	3.299638e+00	1.082394e+00
108.3         	bodyWall	9.764233e-02	3.249223e+00	1.089721e+00
108.6         	bodyWall	4.823031e-02	3.126338e+00	1.065089e+00
108.9         	bodyWall	4.136311e-02	3.094959e+00	1.053052e+00
109.2         	bodyWall	4.210134e-02	3.099551e+00	1.065587e+00
109.5         	bodyWall	6.735550e-02	3.116415e+00	1.038292e+00
109.8         	bodyWall	7.058269e-02	3.135368e+00	9.942232e-01
110.1         	bodyWall	6.531489e-02	3.154037e+00	1.005024e+00
110.4         	bodyWall	3.073180e-02	3.198680e+00	1.094825e+00
110.7         	bodyWall	4.236946e-02	3.702292e+00	1.162330e+00
111           	bodyWall	5.750166e-02	4.070029e+00	1.271017e+00
111.3         	bodyWall	4.570025e-02	5.064535e+00	1.545590e+00
111.6         	bodyWall	4.762408e-02	5.331954e+00	1.600105e+00
