Point ID,arc_length,Co,CpMean,nut,p,phi,phi_0,pMean,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_0_0,U_0_1,U_0_2,U_0_Magnitude,U_1,U_2,U_Magnitude,UMean_0,UMean_1,UMean_2,UMean_Magnitude,vtkValidPointMask,yPlus
62,1.302,0.00231292,0.0485862,7.71386e-14,0.000716008,nan,nan,0.0038869,1,-9.198,0.005,9.2522,0.404632,0.404633,-0.00110091,0,0.404634,-0.0011008,0,0.404634,0.406912,-0.00154964,0,0.406915,1,0
63,1.323,0.00231297,0.0485666,7.62211e-14,0.000712075,nan,nan,0.00388533,1,-9.177,0.005,9.23132,0.404638,0.404638,-0.00111822,0,0.40464,-0.00111812,0,0.40464,0.406925,-0.00157509,0,0.406928,1,0
64,1.344,0.00231301,0.048547,7.53035e-14,0.000708143,nan,nan,0.00388376,1,-9.156,0.005,9.21045,0.404644,0.404644,-0.00113554,0,0.404646,-0.00113543,0,0.404646,0.406939,-0.00160054,0,0.406942,1,0
65,1.365,0.00231306,0.0485274,7.43859e-14,0.000704211,nan,nan,0.00388219,1,-9.135,0.005,9.18957,0.40465,0.40465,-0.00115286,0,0.404651,-0.00115275,0,0.404651,0.406952,-0.00162599,0,0.406956,1,0
66,1.386,0.0023131,0.0485078,7.34683e-14,0.000700279,nan,nan,0.00388062,1,-9.114,0.005,9.1687,0.404656,0.404656,-0.00117017,0,0.404657,-0.00117006,0,0.404657,0.406966,-0.00165144,0,0.406969,1,0
67,1.407,0.00231315,0.0484882,7.25507e-14,0.000696347,nan,nan,0.00387906,1,-9.093,0.005,9.14782,0.404661,0.404661,-0.00118749,0,0.404663,-0.00118737,0,0.404663,0.406979,-0.00167689,0,0.406983,1,0
68,1.428,0.0023132,0.0484686,7.16331e-14,0.000692414,nan,nan,0.00387749,1,-9.072,0.005,9.12695,0.404667,0.404667,-0.0012048,0,0.404669,-0.00120469,0,0.404669,0.406993,-0.00170235,0,0.406996,1,0
69,1.449,0.00231324,0.048449,7.07155e-14,0.000688482,nan,nan,0.00387592,1,-9.051,0.005,9.10608,0.404673,0.404673,-0.00122212,0,0.404675,-0.001222,0,0.404675,0.407006,-0.0017278,0,0.40701,1,0
70,1.47,0.00231329,0.0484294,6.97979e-14,0.00068455,nan,nan,0.00387435,1,-9.03,0.005,9.0852,0.404679,0.404679,-0.00123944,0,0.404681,-0.00123932,0,0.404681,0.407019,-0.00175325,0,0.407023,1,0
71,1.491,0.00231333,0.0484097,6.88804e-14,0.000680618,nan,nan,0.00387278,1,-9.009,0.005,9.06433,0.404684,0.404685,-0.00125675,0,0.404686,-0.00125663,0,0.404686,0.407033,-0.0017787,0,0.407037,1,0
72,1.512,0.00231338,0.0483901,6.79628e-14,0.000676686,nan,nan,0.00387121,1,-8.988,0.005,9.04346,0.40469,0.40469,-0.00127407,0,0.404692,-0.00127395,0,0.404692,0.407046,-0.00180415,0,0.40705,1,0
73,1.533,0.00231343,0.0483705,6.70452e-14,0.000672754,nan,nan,0.00386964,1,-8.967,0.005,9.02259,0.404696,0.404696,-0.00129138,0,0.404698,-0.00129126,0,0.404698,0.40706,-0.0018296,0,0.407064,1,0
74,1.554,0.00231347,0.0483509,6.61276e-14,0.000668822,nan,nan,0.00386807,1,-8.946,0.005,9.00172,0.404702,0.404702,-0.0013087,0,0.404704,-0.00130857,0,0.404704,0.407073,-0.00185505,0,0.407077,1,0
75,1.575,0.00231352,0.0483313,6.521e-14,0.000664889,nan,nan,0.0038665,1,-8.925,0.005,8.98085,0.404708,0.404708,-0.00132602,0,0.40471,-0.00132589,0,0.40471,0.407087,-0.0018805,0,0.407091,1,0
76,1.596,0.00231356,0.0483117,6.42925e-14,0.000660957,nan,nan,0.00386493,1,-8.904,0.005,8.95998,0.404713,0.404713,-0.00134333,0,0.404716,-0.0013432,0,0.404716,0.4071,-0.00190595,0,0.407104,1,0
77,1.617,0.00231361,0.0482921,6.33749e-14,0.000657025,nan,nan,0.00386337,1,-8.883,0.005,8.93911,0.404719,0.404719,-0.00136065,0,0.404721,-0.00136052,0,0.404721,0.407113,-0.0019314,0,0.407118,1,0
78,1.638,0.00231367,0.0482613,6.24718e-14,0.000650934,nan,nan,0.00386091,1,-8.862,0.005,8.91824,0.404728,0.404728,-0.00137701,0,0.40473,-0.00137688,0,0.40473,0.407134,-0.00195776,0,0.407138,1,0
79,1.659,0.00231374,0.0482266,6.15741e-14,0.00064406,nan,nan,0.00385812,1,-8.841,0.005,8.89738,0.404738,0.404738,-0.00139304,0,0.40474,-0.0013929,0,0.40474,0.407156,-0.00198444,0,0.407161,1,0
80,1.68,0.00231381,0.0481918,6.06763e-14,0.000637186,nan,nan,0.00385534,1,-8.82,0.005,8.87651,0.404747,0.404747,-0.00140906,0,0.40475,-0.00140892,0,0.40475,0.407179,-0.00201111,0,0.407184,1,0
81,1.701,0.00231388,0.048157,5.97786e-14,0.000630312,nan,nan,0.00385256,1,-8.799,0.005,8.85564,0.404757,0.404757,-0.00142508,0,0.40476,-0.00142494,0,0.40476,0.407201,-0.00203779,0,0.407206,1,0
82,1.722,0.00231395,0.0481222,5.88808e-14,0.000623438,nan,nan,0.00384978,1,-8.778,0.005,8.83478,0.404767,0.404767,-0.0014411,0,0.404769,-0.00144096,0,0.404769,0.407224,-0.00206447,0,0.407229,1,0
83,1.743,0.00231402,0.0480874,5.79831e-14,0.000616565,nan,nan,0.00384699,1,-8.757,0.005,8.81391,0.404777,0.404777,-0.00145712,0,0.404779,-0.00145697,0,0.404779,0.407247,-0.00209115,0,0.407252,1,0
84,1.764,0.0023141,0.0480527,5.70853e-14,0.000609691,nan,nan,0.00384421,1,-8.736,0.005,8.79305,0.404786,0.404786,-0.00147314,0,0.404789,-0.00147299,0,0.404789,0.407269,-0.00211783,0,0.407275,1,0
85,1.785,0.00231417,0.0480179,5.61876e-14,0.000602817,nan,nan,0.00384143,1,-8.715,0.005,8.77219,0.404796,0.404796,-0.00148916,0,0.404799,-0.00148901,0,0.404799,0.407292,-0.00214451,0,0.407297,1,0
86,1.806,0.00231424,0.0479831,5.52899e-14,0.000595943,nan,nan,0.00383865,1,-8.694,0.005,8.75132,0.404806,0.404806,-0.00150518,0,0.404809,-0.00150503,0,0.404809,0.407314,-0.00217119,0,0.40732,1,0
87,1.827,0.00231431,0.0479483,5.43921e-14,0.00058907,nan,nan,0.00383587,1,-8.673,0.005,8.73046,0.404816,0.404816,-0.0015212,0,0.404819,-0.00152105,0,0.404818,0.407337,-0.00219787,0,0.407343,1,0
88,1.848,0.00231438,0.0479135,5.34944e-14,0.000582196,nan,nan,0.00383308,1,-8.652,0.005,8.7096,0.404825,0.404825,-0.00153722,0,0.404828,-0.00153707,0,0.404828,0.407359,-0.00222455,0,0.407366,1,0
89,1.869,0.00231445,0.0478788,5.25966e-14,0.000575322,nan,nan,0.0038303,1,-8.631,0.005,8.68874,0.404835,0.404835,-0.00155324,0,0.404838,-0.00155309,0,0.404838,0.407382,-0.00225123,0,0.407388,1,0
90,1.89,0.00231452,0.047844,5.16988e-14,0.000568448,nan,nan,0.00382752,1,-8.61,0.005,8.66788,0.404845,0.404845,-0.00156927,0,0.404848,-0.00156911,0,0.404848,0.407405,-0.00227791,0,0.407411,1,0
91,1.911,0.00231459,0.0478092,5.08011e-14,0.000561574,nan,nan,0.00382474,1,-8.589,0.005,8.64702,0.404855,0.404855,-0.00158529,0,0.404858,-0.00158513,0,0.404858,0.407427,-0.00230459,0,0.407434,1,0
92,1.932,0.00231466,0.0477744,4.99033e-14,0.000554701,nan,nan,0.00382195,1,-8.568,0.005,8.62616,0.404864,0.404864,-0.00160131,0,0.404868,-0.00160114,0,0.404868,0.40745,-0.00233127,0,0.407456,1,0
93,1.953,0.00231473,0.0477396,4.90056e-14,0.000547827,nan,nan,0.00381917,1,-8.547,0.005,8.6053,0.404874,0.404874,-0.00161733,0,0.404877,-0.00161716,0,0.404877,0.407472,-0.00235795,0,0.407479,1,0
94,1.974,0.0023148,0.0477049,4.81079e-14,0.000540953,nan,nan,0.00381639,1,-8.526,0.005,8.58444,0.404884,0.404884,-0.00163335,0,0.404887,-0.00163318,0,0.404887,0.407495,-0.00238463,0,0.407502,1,0
95,1.995,0.00231487,0.0476701,4.72101e-14,0.000534079,nan,nan,0.00381361,1,-8.505,0.005,8.56359,0.404894,0.404894,-0.00164937,0,0.404897,-0.0016492,0,0.404897,0.407518,-0.00241131,0,0.407525,1,0
96,2.016,0.00231494,0.0476353,4.63124e-14,0.000527206,nan,nan,0.00381082,1,-8.484,0.005,8.54273,0.404903,0.404903,-0.00166539,0,0.404907,-0.00166522,0,0.404907,0.40754,-0.00243799,0,0.407547,1,0
97,2.037,0.00231501,0.0476005,4.54146e-14,0.000520332,nan,nan,0.00380804,1,-8.463,0.005,8.52188,0.404913,0.404913,-0.00168141,0,0.404917,-0.00168124,0,0.404917,0.407563,-0.00246466,0,0.40757,1,0
98,2.058,0.00231508,0.0475658,4.45169e-14,0.000513458,nan,nan,0.00380526,1,-8.442,0.005,8.50102,0.404923,0.404923,-0.00169743,0,0.404926,-0.00169726,0,0.404926,0.407585,-0.00249134,0,0.407593,1,0
99,2.079,0.00231515,0.047531,4.36191e-14,0.000506584,nan,nan,0.00380248,1,-8.421,0.005,8.48017,0.404933,0.404933,-0.00171345,0,0.404936,-0.00171328,0,0.404936,0.407608,-0.00251802,0,0.407616,1,0
100,2.1,0.00231522,0.0474962,4.27214e-14,0.00049971,nan,nan,0.0037997,1,-8.4,0.005,8.45932,0.404942,0.404942,-0.00172947,0,0.404946,-0.00172929,0,0.404946,0.407631,-0.0025447,0,0.407638,1,0
101,2.121,0.00231529,0.0474614,4.18236e-14,0.000492837,nan,nan,0.00379691,1,-8.379,0.005,8.43846,0.404952,0.404952,-0.0017455,0,0.404956,-0.00174531,0,0.404956,0.407653,-0.00257138,0,0.407661,1,0
102,2.142,0.00231536,0.0474266,4.09259e-14,0.000485963,nan,nan,0.00379413,1,-8.358,0.005,8.41761,0.404962,0.404962,-0.00176152,0,0.404966,-0.00176133,0,0.404966,0.407676,-0.00259806,0,0.407684,1,0
103,2.163,0.00231543,0.0473919,4.00281e-14,0.000479089,nan,nan,0.00379135,1,-8.337,0.005,8.39676,0.404972,0.404972,-0.00177754,0,0.404976,-0.00177735,0,0.404976,0.407698,-0.00262474,0,0.407707,1,0
104,2.184,0.0023155,0.0473571,3.91304e-14,0.000472215,nan,nan,0.00378857,1,-8.316,0.005,8.37591,0.404981,0.404981,-0.00179356,0,0.404985,-0.00179337,0,0.404985,0.407721,-0.00265142,0,0.40773,1,0
105,2.205,0.00231557,0.0473223,3.82326e-14,0.000465341,nan,nan,0.00378578,1,-8.295,0.005,8.35506,0.404991,0.404991,-0.00180958,0,0.404995,-0.00180939,0,0.404995,0.407744,-0.0026781,0,0.407752,1,0
106,2.226,0.00231564,0.0472875,3.73349e-14,0.000458468,nan,nan,0.003783,1,-8.274,0.005,8.33421,0.405001,0.405001,-0.0018256,0,0.405005,-0.00182541,0,0.405005,0.407766,-0.00270478,0,0.407775,1,0
107,2.247,0.00231571,0.0472527,3.64371e-14,0.000451594,nan,nan,0.00378022,1,-8.253,0.005,8.31336,0.405011,0.405011,-0.00184162,0,0.405015,-0.00184143,0,0.405015,0.407789,-0.00273146,0,0.407798,1,0
108,2.268,0.00231578,0.047218,3.55394e-14,0.00044472,nan,nan,0.00377744,1,-8.232,0.005,8.29252,0.40502,0.40502,-0.00185764,0,0.405025,-0.00185744,0,0.405025,0.407811,-0.00275814,0,0.407821,1,0
109,2.289,0.00231586,0.0471832,3.46417e-14,0.000437846,nan,nan,0.00377465,1,-8.211,0.005,8.27167,0.40503,0.40503,-0.00187366,0,0.405034,-0.00187346,0,0.405034,0.407834,-0.00278482,0,0.407843,1,0
110,2.31,0.00231593,0.0471484,3.37439e-14,0.000430972,nan,nan,0.00377187,1,-8.19,0.005,8.25082,0.40504,0.40504,-0.00188968,0,0.405044,-0.00188948,0,0.405044,0.407856,-0.0028115,0,0.407866,1,0
111,2.331,0.002316,0.0471079,3.29214e-14,0.000423086,nan,nan,0.00376863,1,-8.169,0.005,8.22998,0.405051,0.405051,-0.00190515,0,0.405055,-0.00190494,0,0.405055,0.407882,-0.00283867,0,0.407892,1,0
112,2.352,0.0023161,0.0470529,3.22872e-14,0.000412667,nan,nan,0.00376423,1,-8.148,0.005,8.20914,0.405065,0.405065,-0.00191922,0,0.40507,-0.00191901,0,0.40507,0.407915,-0.00286705,0,0.407925,1,0
113,2.373,0.0023162,0.0469979,3.16531e-14,0.000402248,nan,nan,0.00375983,1,-8.127,0.005,8.18829,0.40508,0.40508,-0.00193329,0,0.405084,-0.00193308,0,0.405084,0.407947,-0.00289544,0,0.407958,1,0
114,2.394,0.0023163,0.0469429,3.10189e-14,0.000391829,nan,nan,0.00375543,1,-8.106,0.005,8.16745,0.405094,0.405094,-0.00194736,0,0.405099,-0.00194714,0,0.405099,0.40798,-0.00292383,0,0.407991,1,0
115,2.415,0.0023164,0.0468879,3.03847e-14,0.00038141,nan,nan,0.00375103,1,-8.085,0.005,8.14661,0.405108,0.405108,-0.00196142,0,0.405113,-0.00196121,0,0.405113,0.408013,-0.00295221,0,0.408023,1,0
116,2.436,0.00231649,0.0468329,2.97505e-14,0.000370992,nan,nan,0.00374663,1,-8.064,0.005,8.12577,0.405123,0.405123,-0.00197549,0,0.405127,-0.00197528,0,0.405127,0.408045,-0.0029806,0,0.408056,1,0
117,2.457,0.00231659,0.0467779,2.91163e-14,0.000360573,nan,nan,0.00374223,1,-8.043,0.005,8.10493,0.405137,0.405137,-0.00198956,0,0.405142,-0.00198934,0,0.405142,0.408078,-0.00300899,0,0.408089,1,0
118,2.478,0.00231669,0.0467229,2.84822e-14,0.000350154,nan,nan,0.00373784,1,-8.022,0.005,8.08409,0.405151,0.405151,-0.00200363,0,0.405156,-0.00200341,0,0.405156,0.408111,-0.00303737,0,0.408122,1,0
119,2.499,0.00231679,0.046668,2.7848e-14,0.000339735,nan,nan,0.00373344,1,-8.001,0.005,8.06325,0.405166,0.405166,-0.0020177,0,0.405171,-0.00201748,0,0.405171,0.408144,-0.00306576,0,0.408155,1,0
120,2.52,0.00231688,0.046613,2.72138e-14,0.000329316,nan,nan,0.00372904,1,-7.98,0.005,8.04241,0.40518,0.40518,-0.00203177,0,0.405185,-0.00203154,0,0.405185,0.408176,-0.00309415,0,0.408188,1,0
121,2.541,0.00231698,0.046558,2.65796e-14,0.000318897,nan,nan,0.00372464,1,-7.959,0.005,8.02158,0.405194,0.405194,-0.00204584,0,0.405199,-0.00204561,0,0.405199,0.408209,-0.00312254,0,0.408221,1,0
122,2.562,0.00231708,0.046503,2.59455e-14,0.000308478,nan,nan,0.00372024,1,-7.938,0.005,8.00074,0.405208,0.405208,-0.00205991,0,0.405214,-0.00205968,0,0.405214,0.408242,-0.00315092,0,0.408254,1,0
123,2.583,0.00231718,0.046448,2.53113e-14,0.000298059,nan,nan,0.00371584,1,-7.917,0.005,7.97991,0.405223,0.405223,-0.00207398,0,0.405228,-0.00207374,0,0.405228,0.408274,-0.00317931,0,0.408287,1,0
124,2.604,0.00231728,0.046393,2.46771e-14,0.00028764,nan,nan,0.00371144,1,-7.896,0.005,7.95907,0.405237,0.405237,-0.00208805,0,0.405243,-0.00208781,0,0.405242,0.408307,-0.0032077,0,0.40832,1,0
125,2.625,0.00231737,0.046338,2.40429e-14,0.000277221,nan,nan,0.00370704,1,-7.875,0.005,7.93824,0.405251,0.405251,-0.00210212,0,0.405257,-0.00210187,0,0.405257,0.40834,-0.00323608,0,0.408353,1,0
126,2.646,0.00231747,0.046283,2.34087e-14,0.000266802,nan,nan,0.00370264,1,-7.854,0.005,7.91741,0.405266,0.405266,-0.00211619,0,0.405271,-0.00211594,0,0.405271,0.408373,-0.00326447,0,0.408386,1,0
127,2.667,0.00231757,0.0462281,2.27746e-14,0.000256383,nan,nan,0.00369824,1,-7.833,0.005,7.89658,0.40528,0.40528,-0.00213026,0,0.405286,-0.00213001,0,0.405286,0.408405,-0.00329286,0,0.408419,1,0
128,2.688,0.00231767,0.0461731,2.21404e-14,0.000245964,nan,nan,0.00369385,1,-7.812,0.005,7.87575,0.405294,0.405294,-0.00214433,0,0.4053,-0.00214407,0,0.4053,0.408438,-0.00332125,0,0.408451,1,0
129,2.709,0.00231777,0.0461181,2.15062e-14,0.000235545,nan,nan,0.00368945,1,-7.791,0.005,7.85492,0.405309,0.405309,-0.0021584,0,0.405314,-0.00215814,0,0.405314,0.408471,-0.00334963,0,0.408484,1,0
130,2.73,0.00231786,0.0460631,2.0872e-14,0.000225126,nan,nan,0.00368505,1,-7.77,0.005,7.83409,0.405323,0.405323,-0.00217247,0,0.405329,-0.00217221,0,0.405329,0.408503,-0.00337802,0,0.408517,1,0
131,2.751,0.00231796,0.0460081,2.02378e-14,0.000214707,nan,nan,0.00368065,1,-7.749,0.005,7.81326,0.405337,0.405337,-0.00218654,0,0.405343,-0.00218627,0,0.405343,0.408536,-0.00340641,0,0.40855,1,0
132,2.772,0.00231806,0.0459531,1.96037e-14,0.000204288,nan,nan,0.00367625,1,-7.728,0.005,7.79243,0.405352,0.405352,-0.0022006,0,0.405358,-0.00220034,0,0.405358,0.408569,-0.00343479,0,0.408583,1,0
133,2.793,0.00231816,0.0458981,1.89695e-14,0.000193869,nan,nan,0.00367185,1,-7.707,0.005,7.77161,0.405366,0.405366,-0.00221467,0,0.405372,-0.00221441,0,0.405372,0.408602,-0.00346318,0,0.408616,1,0
134,2.814,0.00231826,0.0458431,1.83353e-14,0.00018345,nan,nan,0.00366745,1,-7.686,0.005,7.75078,0.40538,0.40538,-0.00222874,0,0.405386,-0.00222847,0,0.405386,0.408634,-0.00349157,0,0.408649,1,0
135,2.835,0.00231835,0.0457882,1.77011e-14,0.000173031,nan,nan,0.00366305,1,-7.665,0.005,7.72996,0.405395,0.405395,-0.00224281,0,0.405401,-0.00224254,0,0.405401,0.408667,-0.00351996,0,0.408682,1,0
136,2.856,0.00231845,0.0457332,1.70669e-14,0.000162612,nan,nan,0.00365865,1,-7.644,0.005,7.70914,0.405409,0.405409,-0.00225688,0,0.405415,-0.00225661,0,0.405415,0.4087,-0.00354834,0,0.408715,1,0
137,2.877,0.00231855,0.0456782,1.64328e-14,0.000152193,nan,nan,0.00365425,1,-7.623,0.005,7.68831,0.405423,0.405423,-0.00227095,0,0.40543,-0.00227067,0,0.40543,0.408732,-0.00357673,0,0.408748,1,0
138,2.898,0.00231865,0.0456232,1.57986e-14,0.000141775,nan,nan,0.00364986,1,-7.602,0.005,7.66749,0.405438,0.405438,-0.00228502,0,0.405444,-0.00228474,0,0.405444,0.408765,-0.00360512,0,0.408781,1,0
139,2.919,0.00231874,0.0455682,1.51644e-14,0.000131355,nan,nan,0.00364546,1,-7.581,0.005,7.64667,0.405452,0.405452,-0.00229909,0,0.405458,-0.00229881,0,0.405458,0.408798,-0.0036335,0,0.408814,1,0
140,2.94,0.00231884,0.0455132,1.45302e-14,0.000120937,nan,nan,0.00364106,1,-7.56,0.005,7.62585,0.405466,0.405466,-0.00231316,0,0.405473,-0.00231287,0,0.405473,0.408831,-0.00366189,0,0.408847,1,0
141,2.961,0.00231894,0.0454582,1.3896e-14,0.000110518,nan,nan,0.00363666,1,-7.539,0.005,7.60503,0.405481,0.405481,-0.00232723,0,0.405487,-0.00232694,0,0.405487,0.408863,-0.00369028,0,0.40888,1,0
142,2.982,0.00231906,0.0453816,1.35463e-14,9.63555e-05,nan,nan,0.00363053,1,-7.518,0.005,7.58422,0.405499,0.405499,-0.00233885,0,0.405506,-0.00233855,0,0.405506,0.408906,-0.00372046,0,0.408923,1,0
143,3.003,0.00231919,0.0453019,1.32361e-14,8.16727e-05,nan,nan,0.00362415,1,-7.497,0.005,7.5634,0.405519,0.405519,-0.00235013,0,0.405526,-0.00234983,0,0.405526,0.408949,-0.0037509,0,0.408967,1,0
144,3.024,0.00231932,0.0452223,1.29259e-14,6.69894e-05,nan,nan,0.00361778,1,-7.476,0.005,7.54259,0.405538,0.405538,-0.00236141,0,0.405545,-0.0023611,0,0.405545,0.408993,-0.00378133,0,0.409011,1,0
145,3.045,0.00231945,0.0451426,1.26158e-14,5.23066e-05,nan,nan,0.00361141,1,-7.455,0.005,7.52177,0.405558,0.405558,-0.00237268,0,0.405564,-0.00237238,0,0.405564,0.409037,-0.00381176,0,0.409055,1,0
146,3.066,0.00231958,0.0450629,1.23056e-14,3.76237e-05,nan,nan,0.00360504,1,-7.434,0.005,7.50096,0.405577,0.405577,-0.00238396,0,0.405584,-0.00238365,0,0.405584,0.409081,-0.0038422,0,0.409099,1,0
147,3.087,0.0023197,0.0449833,1.19954e-14,2.29408e-05,nan,nan,0.00359866,1,-7.413,0.005,7.48015,0.405596,0.405596,-0.00239524,0,0.405603,-0.00239493,0,0.405603,0.409124,-0.00387263,0,0.409143,1,0
148,3.108,0.00231983,0.0449036,1.16852e-14,8.25794e-06,nan,nan,0.00359229,1,-7.392,0.005,7.45934,0.405616,0.405616,-0.00240652,0,0.405623,-0.0024062,0,0.405623,0.409168,-0.00390307,0,0.409187,1,0
149,3.129,0.00231996,0.044824,1.1375e-14,-6.42527e-06,nan,nan,0.00358592,1,-7.371,0.005,7.43853,0.405635,0.405635,-0.0024178,0,0.405642,-0.00241747,0,0.405642,0.409212,-0.0039335,0,0.409231,1,0
150,3.15,0.00232009,0.0447443,1.10649e-14,-2.11081e-05,nan,nan,0.00357954,1,-7.35,0.005,7.41772,0.405655,0.405655,-0.00242908,0,0.405662,-0.00242875,0,0.405662,0.409256,-0.00396394,0,0.409275,1,0
151,3.171,0.00232021,0.0446646,1.07547e-14,-3.5791e-05,nan,nan,0.00357317,1,-7.329,0.005,7.39691,0.405674,0.405674,-0.00244035,0,0.405681,-0.00244002,0,0.405681,0.409299,-0.00399437,0,0.409319,1,0
152,3.192,0.00232034,0.044585,1.04445e-14,-5.04739e-05,nan,nan,0.0035668,1,-7.308,0.005,7.3761,0.405693,0.405693,-0.00245163,0,0.405701,-0.0024513,0,0.405701,0.409343,-0.0040248,0,0.409363,1,0
153,3.213,0.00232047,0.0445053,1.01343e-14,-6.51568e-05,nan,nan,0.00356043,1,-7.287,0.005,7.3553,0.405713,0.405713,-0.00246291,0,0.40572,-0.00246257,0,0.40572,0.409387,-0.00405524,0,0.409407,1,0
154,3.234,0.0023206,0.0444257,9.82415e-15,-7.984e-05,nan,nan,0.00355405,1,-7.266,0.005,7.33449,0.405732,0.405732,-0.00247419,0,0.40574,-0.00247385,0,0.40574,0.409431,-0.00408567,0,0.409451,1,0
155,3.255,0.00232072,0.044346,9.51398e-15,-9.45229e-05,nan,nan,0.00354768,1,-7.245,0.005,7.31369,0.405752,0.405752,-0.00248547,0,0.405759,-0.00248512,0,0.405759,0.409474,-0.00411611,0,0.409495,1,0
156,3.276,0.00232085,0.0442663,9.2038e-15,-0.000109206,nan,nan,0.00354131,1,-7.224,0.005,7.29289,0.405771,0.405771,-0.00249674,0,0.405779,-0.00249639,0,0.405779,0.409518,-0.00414654,0,0.409539,1,0
157,3.297,0.00232098,0.0441867,8.89362e-15,-0.000123889,nan,nan,0.00353493,1,-7.203,0.005,7.27209,0.40579,0.40579,-0.00250802,0,0.405798,-0.00250767,0,0.405798,0.409562,-0.00417698,0,0.409583,1,0
158,3.318,0.00232111,0.044107,8.58345e-15,-0.000138571,nan,nan,0.00352856,1,-7.182,0.005,7.25129,0.40581,0.40581,-0.0025193,0,0.405818,-0.00251894,0,0.405818,0.409606,-0.00420741,0,0.409627,1,0
159,3.339,0.00232124,0.0440274,8.27326e-15,-0.000153255,nan,nan,0.00352219,1,-7.161,0.005,7.23049,0.405829,0.405829,-0.00253058,0,0.405837,-0.00253022,0,0.405837,0.409649,-0.00423785,0,0.409671,1,0
160,3.36,0.00232136,0.0439477,7.96309e-15,-0.000167938,nan,nan,0.00351582,1,-7.14,0.005,7.20969,0.405849,0.405849,-0.00254186,0,0.405856,-0.00254149,0,0.405856,0.409693,-0.00426828,0,0.409715,1,0
161,3.381,0.00232149,0.043868,7.65291e-15,-0.00018262,nan,nan,0.00350944,1,-7.119,0.005,7.18889,0.405868,0.405868,-0.00255314,0,0.405876,-0.00255277,0,0.405876,0.409737,-0.00429871,0,0.409759,1,0
162,3.402,0.00232162,0.0437884,7.34273e-15,-0.000197303,nan,nan,0.00350307,1,-7.098,0.005,7.1681,0.405887,0.405887,-0.00256441,0,0.405895,-0.00256404,0,0.405895,0.409781,-0.00432915,0,0.409803,1,0
163,3.423,0.00232175,0.0437087,7.03256e-15,-0.000211986,nan,nan,0.0034967,1,-7.077,0.005,7.1473,0.405907,0.405907,-0.00257569,0,0.405915,-0.00257531,0,0.405915,0.409824,-0.00435958,0,0.409847,1,0
164,3.444,0.00232187,0.0436291,6.72238e-15,-0.000226669,nan,nan,0.00349032,1,-7.056,0.005,7.12651,0.405926,0.405926,-0.00258697,0,0.405934,-0.00258659,0,0.405934,0.409868,-0.00439002,0,0.409892,1,0
165,3.465,0.002322,0.0435494,6.4122e-15,-0.000241352,nan,nan,0.00348395,1,-7.035,0.005,7.10572,0.405946,0.405946,-0.00259825,0,0.405954,-0.00259786,0,0.405954,0.409912,-0.00442045,0,0.409936,1,0
166,3.486,0.00232213,0.0434697,6.10202e-15,-0.000256035,nan,nan,0.00347758,1,-7.014,0.005,7.08493,0.405965,0.405965,-0.00260953,0,0.405973,-0.00260914,0,0.405973,0.409956,-0.00445089,0,0.40998,1,0
167,3.507,0.00232226,0.0433901,5.79184e-15,-0.000270718,nan,nan,0.00347121,1,-6.993,0.005,7.06414,0.405984,0.405984,-0.00262081,0,0.405993,-0.00262041,0,0.405993,0.409999,-0.00448132,0,0.410024,1,0
168,3.528,0.00232239,0.0433104,5.48166e-15,-0.000285401,nan,nan,0.00346483,1,-6.972,0.005,7.04335,0.406004,0.406004,-0.00263208,0,0.406012,-0.00263169,0,0.406012,0.410043,-0.00451175,0,0.410068,1,0
169,3.549,0.00232252,0.043223,5.24415e-15,-0.000301325,nan,nan,0.00345784,1,-6.951,0.005,7.02257,0.406025,0.406025,-0.00264245,0,0.406033,-0.00264205,0,0.406033,0.41009,-0.00454277,0,0.410115,1,0
170,3.57,0.00232268,0.04311,5.24384e-15,-0.000321302,nan,nan,0.0034488,1,-6.93,0.005,7.00178,0.40605,0.40605,-0.00264982,0,0.406059,-0.00264942,0,0.406059,0.410146,-0.0045757,0,0.410172,1,0
171,3.591,0.00232284,0.0429971,5.24352e-15,-0.000341278,nan,nan,0.00343977,1,-6.909,0.005,6.981,0.406075,0.406075,-0.0026572,0,0.406084,-0.00265679,0,0.406084,0.410203,-0.00460863,0,0.410228,1,0
172,3.612,0.00232301,0.0428842,5.2432e-15,-0.000361255,nan,nan,0.00343074,1,-6.888,0.005,6.96021,0.406101,0.406101,-0.00266458,0,0.40611,-0.00266416,0,0.40611,0.410259,-0.00464156,0,0.410285,1,0
173,3.633,0.00232317,0.0427713,5.24289e-15,-0.000381231,nan,nan,0.0034217,1,-6.867,0.005,6.93943,0.406126,0.406126,-0.00267196,0,0.406135,-0.00267154,0,0.406135,0.410315,-0.00467448,0,0.410342,1,0
174,3.654,0.00232333,0.0426584,5.24257e-15,-0.000401207,nan,nan,0.00341267,1,-6.846,0.005,6.91865,0.406152,0.406152,-0.00267933,0,0.406161,-0.00267891,0,0.406161,0.410372,-0.00470741,0,0.410399,1,0
175,3.675,0.00232349,0.0425454,5.24225e-15,-0.000421184,nan,nan,0.00340364,1,-6.825,0.005,6.89787,0.406177,0.406177,-0.00268671,0,0.406186,-0.00268628,0,0.406186,0.410428,-0.00474034,0,0.410455,1,0
